"";"tuman_author";"tuman_authorb";"tu_warningauthor1";"tu_warningauthor2";"tu_warningauthor3";"tu_warningauthor1b";"tu_warningauthor2b";"tu_warningauthor3b";"tu_warningext1";"tu_warningext2";"tu_warningext3";"tu_warningext1b";"tu_warningext2b";"tu_warningext3b";"tu_manext";"tu_manextb";"tu_manpre";"tu_manpreb";"tu_manpeer";"tu_manpeerb";"credibility1";"credibility2";"credibility3";"credibility4";"credibility5";"quality_control";"standard_procedure";"gender";"gender_3_TEXT";"age";"knowledge_peerreview";"knowledge_preprints";"familiar";"education";"condition";"credibility"
"693";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;4;6;1;1;1;"2";"";45;"1";"2";1;3;"preprint_info_external";4,6
"695";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;5;2;3;3;2;3;"2";"";19;"1";"2";6;2;"preprint_info_authors";2,8
"701";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;4;4;3;3;5;3;"1";"";35;"2";"2";2;4;"preprint_info_external";3,8
"702";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;5;4;5;5;5;5;"2";"";27;"1";"1";5;3;"preprint_info_authors";5
"705";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";3;4;2;3;3;3;4;"1";"";45;"1";"1";4;4;"preprint_info_external";3
"706";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";6;3;5;6;5;6;7;"1";"";29;"2";"2";2;3;"preprint_info_external";5
"707";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;5;5;5;5;2;2;"1";"";61;"1";"1";5;4;"preprint_info_authors";5,2
"710";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;5;2;5;2;5;6;"2";"";32;"2";"2";1;4;"preprint_info_authors";4
"719";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;7;3;6;2;3;3;"2";"";45;"1";"2";5;4;"preprint_info_authors";4,6
"728";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;5;4;6;6;6;6;"1";"";59;"2";"1";4;3;"preprint_info_authors";5,2
"729";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;7;3;7;6;5;6;"1";"";34;"1";"2";3;3;"preprint_info_external";5,8
"732";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;7;6;7;7;5;7;"2";"";37;"2";"2";1;2;"preprint_info_external";6,8
"733";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;6;3;7;4;4;2;"2";"";40;"2";"2";2;3;"preprint_info_external";5,4
"737";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;4;2;3;3;2;2;"2";"";65;"2";"2";1;3;"preprint_info_external";3,4
"740";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;1;6;2;1;1;"1";"";30;"1";"1";5;2;"preprint_info_authors";3,6
"742";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;4;1;3;3;2;1;"1";"";54;"1";"2";3;4;"preprint_info_authors";3,2
"745";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;6;2;7;3;3;6;"2";"";61;"1";"2";1;3;"preprint_info_authors";4,6
"750";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;6;5;6;4;6;6;"1";"";32;"1";"2";5;3;"preprint_info_external";5,2
"752";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;2;3;2;3;4;5;"1";"";29;"1";"2";4;3;"preprint_info_authors";3
"753";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;7;2;1;1;5;1;"1";"";53;"1";"2";2;3;"preprint_info_external";3,4
"754";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;4;4;2;5;4;5;"1";"";42;"1";"1";4;3;"preprint_info_authors";3,8
"756";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;6;2;6;6;5;6;"2";"";48;"2";"2";3;2;"preprint_info_external";4,8
"762";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;3;2;5;3;4;"1";"";29;"1";"1";4;3;"preprint_info_authors";3,8
"768";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;5;2;4;2;4;4;"1";"";36;"2";"2";1;3;"preprint_info_external";3,4
"771";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;6;6;5;5;4;5;"2";"";56;"1";"1";4;3;"preprint_info_external";5,4
"775";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;1;1;1;"2";"";48;"2";"2";1;3;"preprint_info_authors";1
"781";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;4;3;5;4;3;2;"1";"";44;"1";"2";5;4;"preprint_info_authors";4
"784";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;2;2;6;6;2;3;"2";"";46;"2";"2";1;3;"preprint_info_external";4,2
"785";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;4;1;5;3;5;6;"2";"";34;"1";"2";3;3;"preprint_info_authors";4
"786";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;7;6;5;3;5;3;"1";"";21;"1";"2";5;2;"preprint_info_authors";5,4
"787";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;4;1;6;3;3;2;"1";"";57;"2";"2";1;2;"preprint_info_authors";3,8
"791";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;1;3;4;4;4;"1";"";44;"1";"1";5;4;"preprint_info_external";3,2
"792";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;6;3;7;5;6;6;"2";"";33;"2";"2";1;2;"preprint_info_authors";5,4
"794";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;5;3;5;5;3;6;"1";"";78;"1";"1";5;3;"preprint_info_authors";4,8
"797";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;2;1;5;2;2;2;"2";"";47;"1";"1";3;4;"preprint_info_external";2,8
"799";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";3;2;2;2;3;3;4;"1";"";23;"1";"1";7;3;"preprint_info_external";2,4
"800";"";"";"";"";"";"";"";"";"1";"2";"2";"1";"1";"2";"4";"";"";"";"";"";1;1;4;1;7;4;1;"2";"";32;"2";"2";1;2;"preprint_info_external";2,8
"805";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;4;4;4;2;2;"2";"";24;"1";"2";2;2;"preprint_info_authors";4,2
"806";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;2;7;5;5;5;"1";"";41;"2";"2";2;2;"preprint_info_external";5,2
"810";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";5;6;4;4;5;7;5;"1";"";36;"2";"1";3;3;"preprint_info_external";4,8
"813";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;6;1;7;3;7;6;"2";"";68;"1";"2";4;2;"preprint_info_external";4,4
"817";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;7;1;7;1;7;7;"1";"";35;"2";"2";2;3;"preprint_info_external";4,6
"818";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;7;6;5;5;6;6;"2";"";38;"1";"2";2;3;"preprint_info_authors";5,8
"819";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;7;6;4;6;6;3;"1";"";24;"2";"2";4;3;"preprint_info_authors";5,6
"820";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;3;3;3;4;4;4;"2";"";37;"1";"2";4;4;"preprint_info_authors";3,2
"823";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;4;2;7;2;3;3;"1";"";62;"1";"2";7;4;"preprint_info_authors";4,2
"827";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;4;3;4;3;4;5;"2";"";44;"2";"2";1;2;"preprint_info_authors";3,2
"830";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;6;6;6;3;6;5;"1";"";61;"2";"2";5;2;"preprint_info_external";5,2
"832";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"5";"4";"";"";"";"";6;6;5;5;5;5;6;"1";"";30;"1";"1";6;4;"preprint_info_external";5,4
"833";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"3";"4";"";"";"";"";6;6;5;6;5;1;5;"1";"";42;"1";"1";5;4;"preprint_info_external";5,6
"834";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"8";"4";"";"";"";"";4;7;6;7;5;5;5;"1";"";35;"1";"1";4;4;"preprint_info_external";5,8
"835";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;4;2;7;7;5;5;"2";"";46;"2";"2";2;3;"preprint_info_external";5,4
"838";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;7;2;7;7;2;1;"2";"";54;"1";"1";5;2;"preprint_info_external";5,4
"842";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";3;4;1;5;5;2;2;"1";"";42;"1";"2";6;4;"preprint_info_external";3,6
"843";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;7;3;7;1;7;7;"2";"";31;"2";"2";1;2;"preprint_info_authors";5
"851";"7";"4";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;6;6;7;5;6;6;"1";"";40;"1";"1";6;3;"preprint_info_authors";6
"857";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;3;3;2;6;6;4;"1";"";31;"1";"2";5;3;"preprint_info_authors";3,6
"860";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;3;6;1;2;2;"1";"";40;"1";"1";5;3;"preprint_info_external";4,4
"862";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;6;4;5;3;5;4;"2";"";28;"1";"2";1;3;"preprint_info_authors";4,6
"863";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;6;4;2;3;6;6;"1";"";32;"2";"2";1;2;"preprint_info_authors";4,2
"864";"7";"4";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";5;5;5;5;7;5;6;"2";"";28;"2";"2";4;4;"preprint_info_authors";5,4
"865";"";"";"";"";"";"";"";"";"1";"2";"2";"1";"1";"2";"4";"";"";"";"";"";4;4;3;3;3;2;3;"1";"";49;"1";"2";6;4;"preprint_info_external";3,4
"866";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;3;2;5;2;3;4;"2";"";39;"1";"2";2;2;"preprint_info_external";3,6
"870";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;4;4;4;4;4;"1";"";51;"2";"2";4;2;"preprint_info_external";4
"873";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";2;5;2;4;3;3;2;"1";"";29;"1";"2";2;2;"preprint_info_authors";3,2
"874";"";"";"";"";"";"";"";"";"1";"2";"2";"1";"1";"2";"4";"";"";"";"";"";7;6;4;5;3;1;2;"1";"";28;"2";"2";2;3;"preprint_info_external";5
"884";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;2;2;6;2;2;2;"1";"";37;"1";"2";2;4;"preprint_info_authors";3,6
"886";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;3;3;5;3;4;5;"1";"";26;"1";"1";5;3;"preprint_info_external";3,8
"887";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;5;4;7;5;5;4;"1";"";46;"1";"2";4;3;"preprint_info_external";5,4
"889";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;7;6;5;5;6;5;"2";"";50;"2";"2";6;4;"preprint_info_authors";6
"890";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;4;5;2;5;5;"1";"";37;"1";"2";4;4;"preprint_info_authors";4
"891";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;5;3;6;6;5;6;"1";"";33;"1";"2";2;3;"preprint_info_authors";5,4
"892";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;3;2;2;5;2;4;"2";"";33;"1";"2";2;3;"preprint_info_external";3,6
"901";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;5;3;1;2;3;5;"1";"";34;"2";"2";1;2;"preprint_info_external";3
"907";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";3;6;2;6;5;6;6;"1";"";27;"1";"2";7;3;"preprint_info_external";4,4
"909";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;3;1;4;1;2;2;"2";"";58;"1";"2";2;3;"preprint_info_external";2,8
"910";"8";"4";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;6;3;4;4;4;4;"2";"";29;"1";"2";1;3;"preprint_info_authors";4,2
"913";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"7";"4";"";"";"";"";6;7;6;6;6;6;7;"2";"";31;"2";"2";5;3;"preprint_info_external";6,2
"915";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;6;3;5;4;5;5;"1";"";42;"1";"1";5;2;"preprint_info_authors";4,8
"919";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;4;2;6;2;1;2;"1";"";31;"1";"1";5;3;"preprint_info_authors";4
"920";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"4";"";"";"";"";"";6;6;7;6;6;6;7;"2";"";35;"2";"2";7;2;"preprint_info_external";6,2
"925";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"2";"3";"4";"";"";"";"";6;5;6;6;5;6;5;"1";"";40;"1";"2";6;4;"preprint_info_external";5,6
"934";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";1;1;1;6;2;3;6;"1";"";37;"1";"2";5;3;"preprint_info_external";2,2
"937";"4";"";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";6;7;6;6;7;5;6;"1";"";39;"1";"1";6;4;"preprint_info_authors";6,4
"939";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";7;6;5;6;3;5;7;"1";"";25;"1";"1";2;2;"preprint_info_external";5,4
"941";"1";"4";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";5;7;6;7;7;5;7;"2";"";27;"2";"2";7;3;"preprint_info_authors";6,4
"943";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;5;5;4;2;4;6;"2";"";27;"1";"2";2;3;"preprint_info_external";4,4
"945";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;7;1;3;4;1;1;"2";"";72;"1";"2";1;4;"preprint_info_authors";4,2
"947";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;1;6;3;3;3;"1";"";33;"1";"2";7;3;"preprint_info_authors";3,8
"952";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;1;5;3;2;2;"2";"";63;"2";"2";1;3;"preprint_info_external";4,2
"956";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;5;5;4;4;5;5;"1";"";42;"1";"1";4;4;"preprint_info_external";4,8
"960";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";2;6;1;6;2;2;1;"1";"";37;"1";"2";4;3;"preprint_info_external";3,4
"967";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;5;6;5;5;5;4;"1";"";35;"2";"2";4;4;"preprint_info_authors";5,2
"973";"4";"";"1";"1";"1";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";4;5;5;5;5;3;4;"1";"";51;"2";"2";4;3;"preprint_info_authors";4,8
"981";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;4;4;4;4;4;4;"2";"";40;"2";"2";2;3;"preprint_info_authors";4
"982";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;1;1;1;1;2;4;"1";"";32;"1";"2";4;3;"preprint_info_authors";1
"985";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;1;1;7;1;3;1;"2";"";45;"2";"2";1;2;"preprint_info_authors";3
"989";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;5;3;3;3;3;4;"2";"";26;"2";"2";3;3;"preprint_info_authors";3,6
"993";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;4;4;2;2;4;"1";"";32;"2";"2";1;3;"preprint_info_external";3,6
"995";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";5;6;3;5;5;3;3;"2";"";25;"1";"2";2;3;"preprint_info_external";4,8
"999";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;6;2;4;1;3;5;"1";"";34;"2";"2";1;3;"preprint_info_authors";3,6
"1007";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;2;6;4;5;5;"2";"";40;"2";"2";5;3;"preprint_info_external";4,8
"1010";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;3;5;6;5;3;4;"2";"";35;"1";"2";4;3;"preprint_info_authors";5
"1011";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";2;4;1;3;2;3;3;"2";"";54;"1";"2";3;3;"preprint_info_external";2,4
"1019";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";3;4;4;3;3;2;3;"2";"";34;"1";"2";4;4;"preprint_info_authors";3,4
"1021";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;4;3;4;4;4;2;"2";"";41;"1";"2";3;4;"preprint_info_authors";3,8
"1024";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;4;4;4;4;3;4;"2";"";57;"1";"2";1;2;"preprint_info_authors";4
"1027";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;4;1;5;5;3;4;"2";"";63;"1";"2";5;3;"preprint_info_authors";4
"1029";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";4;4;3;4;4;4;4;"2";"";31;"1";"2";5;4;"preprint_info_external";3,8
"1032";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;3;3;7;7;2;4;"2";"";28;"1";"2";4;3;"preprint_info_external";5,2
"1047";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";6;6;6;7;6;6;7;"1";"";56;"1";"1";6;3;"preprint_info_external";6,2
"1053";"";"";"";"";"";"";"";"";"1";"1";"2";"";"";"";"4";"";"";"";"";"";2;2;4;2;3;NA;NA;"";"";NA;"";"";NA;NA;"preprint_info_external";2,6
"1057";"4";"";"1";"1";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";5;4;3;5;3;2;4;"2";"";32;"1";"2";5;4;"preprint_info_authors";4
